"age","edu"
62,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
32,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
62,"SECONDARY"
45,"POST-SECONDARY OR HIGHER"
66,"SECONDARY"
21,"SECONDARY"
75,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
71,"SECONDARY"
79,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
71,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
80,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
86,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
48,"PRIMARY/NO EDUCATION"
85,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
65,"POST-SECONDARY OR HIGHER"
32,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
27,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
20,"SECONDARY"
52,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
27,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
38,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
68,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
39,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
28,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
39,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
79,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
25,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
28,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
44,"VOCATIONAL/GRAMMAR"
90,"SECONDARY"
82,"PRIMARY/NO EDUCATION"
57,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
28,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
64,"POST-SECONDARY OR HIGHER"
73,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
41,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
44,"VOCATIONAL/GRAMMAR"
70,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
71,"POST-SECONDARY OR HIGHER"
32,"VOCATIONAL/GRAMMAR"
45,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
88,"PRIMARY/NO EDUCATION"
81,"PRIMARY/NO EDUCATION"
36,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
23,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
66,"VOCATIONAL/GRAMMAR"
77,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
39,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
23,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
60,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
64,"SECONDARY"
66,"SECONDARY"
27,"SECONDARY"
37,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
66,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
86,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
74,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
39,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
50,"SECONDARY"
75,"PRIMARY/NO EDUCATION"
36,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
22,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
51,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
37,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
78,"VOCATIONAL/GRAMMAR"
55,"PRIMARY/NO EDUCATION"
72,"SECONDARY"
62,"POST-SECONDARY OR HIGHER"
30,"POST-SECONDARY OR HIGHER"
78,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
34,"SECONDARY"
21,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
50,"SECONDARY"
23,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
63,"SECONDARY"
66,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
24,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
74,"SECONDARY"
49,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
29,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
43,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
59,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
29,"SECONDARY"
55,"SECONDARY"
64,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
64,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
79,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
22,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
73,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
69,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
75,"SECONDARY"
71,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
85,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
23,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
68,"POST-SECONDARY OR HIGHER"
74,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
72,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
56,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
69,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
71,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
73,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
87,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
39,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
52,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
22,"PRIMARY/NO EDUCATION"
78,"PRIMARY/NO EDUCATION"
44,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
43,"SECONDARY"
80,"PRIMARY/NO EDUCATION"
51,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
63,"POST-SECONDARY OR HIGHER"
21,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
53,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
80,"SECONDARY"
29,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
76,"SECONDARY"
38,"POST-SECONDARY OR HIGHER"
91,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
51,"PRIMARY/NO EDUCATION"
16,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
36,"VOCATIONAL/GRAMMAR"
76,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
46,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
70,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
75,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
18,NA
18,"VOCATIONAL/GRAMMAR"
78,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
34,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
38,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
53,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
37,"VOCATIONAL/GRAMMAR"
50,"POST-SECONDARY OR HIGHER"
48,"SECONDARY"
51,"SECONDARY"
33,"SECONDARY"
39,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
43,"SECONDARY"
59,"SECONDARY"
52,"SECONDARY"
24,"VOCATIONAL/GRAMMAR"
65,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
71,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
27,"VOCATIONAL/GRAMMAR"
47,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
41,"PRIMARY/NO EDUCATION"
41,"POST-SECONDARY OR HIGHER"
79,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
45,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
67,"VOCATIONAL/GRAMMAR"
31,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
52,"PRIMARY/NO EDUCATION"
48,"SECONDARY"
41,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
32,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
44,"VOCATIONAL/GRAMMAR"
72,"POST-SECONDARY OR HIGHER"
57,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
84,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
84,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
23,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
43,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
65,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
56,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
76,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
30,"SECONDARY"
34,"PRIMARY/NO EDUCATION"
26,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
68,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
38,"PRIMARY/NO EDUCATION"
46,"VOCATIONAL/GRAMMAR"
55,"PRIMARY/NO EDUCATION"
81,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
70,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
23,"SECONDARY"
32,"SECONDARY"
31,"SECONDARY"
50,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
60,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
89,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
52,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
76,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
76,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
59,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
32,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
52,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
39,"PRIMARY/NO EDUCATION"
25,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
58,"PRIMARY/NO EDUCATION"
68,"POST-SECONDARY OR HIGHER"
31,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
45,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
46,"POST-SECONDARY OR HIGHER"
70,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
45,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
23,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
34,"SECONDARY"
27,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
58,"PRIMARY/NO EDUCATION"
44,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
39,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
34,"PRIMARY/NO EDUCATION"
31,"SECONDARY"
60,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
47,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
40,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
36,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
34,"POST-SECONDARY OR HIGHER"
46,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
77,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
76,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
76,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
20,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
71,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
85,"PRIMARY/NO EDUCATION"
37,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
40,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
71,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
73,"POST-SECONDARY OR HIGHER"
22,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
55,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
83,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
40,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
36,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
24,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
64,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
54,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
74,"POST-SECONDARY OR HIGHER"
64,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
82,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
43,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
39,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
73,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
46,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
16,"PRIMARY/NO EDUCATION"
78,"PRIMARY/NO EDUCATION"
60,"PRIMARY/NO EDUCATION"
64,"POST-SECONDARY OR HIGHER"
63,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
35,"SECONDARY"
48,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
26,"POST-SECONDARY OR HIGHER"
49,"PRIMARY/NO EDUCATION"
44,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
36,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
63,"SECONDARY"
56,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
39,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
79,"PRIMARY/NO EDUCATION"
45,"SECONDARY"
86,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
25,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
46,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
23,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
24,"SECONDARY"
45,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
48,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
40,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
80,"PRIMARY/NO EDUCATION"
77,"PRIMARY/NO EDUCATION"
61,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
59,"POST-SECONDARY OR HIGHER"
46,"SECONDARY"
67,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
88,"PRIMARY/NO EDUCATION"
37,"SECONDARY"
21,"SECONDARY"
66,"SECONDARY"
21,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
39,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
25,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
91,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
73,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
56,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
26,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
40,"SECONDARY"
47,"POST-SECONDARY OR HIGHER"
79,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
53,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
45,"SECONDARY"
48,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
80,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
73,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
23,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
23,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
57,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
74,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
50,"PRIMARY/NO EDUCATION"
54,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
79,"SECONDARY"
20,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
49,"SECONDARY"
25,"SECONDARY"
24,"SECONDARY"
22,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
45,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
50,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
59,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
