"age","edu"
60,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
31,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
71,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
42,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
37,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
36,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
86,"SECONDARY"
40,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
39,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
35,"PRIMARY/NO EDUCATION"
64,"VOCATIONAL/GRAMMAR"
81,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
28,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
61,NA
53,"VOCATIONAL/GRAMMAR"
55,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
52,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
44,"SECONDARY"
21,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
31,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
42,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
20,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
65,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
50,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
23,"SECONDARY"
47,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
49,"PRIMARY/NO EDUCATION"
54,"POST-SECONDARY OR HIGHER"
22,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
80,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
58,"PRIMARY/NO EDUCATION"
20,"SECONDARY"
32,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
47,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
36,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
65,"VOCATIONAL/GRAMMAR"
19,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
72,"POST-SECONDARY OR HIGHER"
28,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
49,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
68,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
30,"VOCATIONAL/GRAMMAR"
47,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
39,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
77,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
43,"SECONDARY"
41,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
61,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
85,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
52,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
78,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
17,"PRIMARY/NO EDUCATION"
40,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
35,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
57,"PRIMARY/NO EDUCATION"
46,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
80,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
62,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
22,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
56,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
81,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
61,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
55,"SECONDARY"
29,"SECONDARY"
22,"POST-SECONDARY OR HIGHER"
61,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
82,"PRIMARY/NO EDUCATION"
73,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
40,"VOCATIONAL/GRAMMAR"
19,"SECONDARY"
35,"SECONDARY"
41,"PRIMARY/NO EDUCATION"
29,"SECONDARY"
24,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
66,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
27,"PRIMARY/NO EDUCATION"
33,"PRIMARY/NO EDUCATION"
39,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
57,"PRIMARY/NO EDUCATION"
16,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
25,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
51,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
62,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
41,"POST-SECONDARY OR HIGHER"
36,"PRIMARY/NO EDUCATION"
51,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
59,"VOCATIONAL/GRAMMAR"
29,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
31,"VOCATIONAL/GRAMMAR"
48,"PRIMARY/NO EDUCATION"
54,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
24,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
67,"SECONDARY"
47,"SECONDARY"
57,"SECONDARY"
55,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
52,"POST-SECONDARY OR HIGHER"
78,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
42,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
51,"POST-SECONDARY OR HIGHER"
28,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
53,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
45,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
51,"SECONDARY"
65,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
32,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
53,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
58,"SECONDARY"
64,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
55,"SECONDARY"
53,"PRIMARY/NO EDUCATION"
70,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
61,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
83,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
49,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
46,"SECONDARY"
65,"SECONDARY"
78,"SECONDARY"
32,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
41,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
31,"SECONDARY"
21,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
74,"SECONDARY"
69,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
50,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
30,"VOCATIONAL/GRAMMAR"
37,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
21,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
61,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
37,"POST-SECONDARY OR HIGHER"
21,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
32,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
27,"SECONDARY"
24,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
41,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
62,"SECONDARY"
65,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
67,"PRIMARY/NO EDUCATION"
60,"POST-SECONDARY OR HIGHER"
43,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
29,"POST-SECONDARY OR HIGHER"
53,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
45,"SECONDARY"
50,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
50,"SECONDARY"
81,"VOCATIONAL/GRAMMAR"
56,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
79,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
47,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
68,"SECONDARY"
47,"POST-SECONDARY OR HIGHER"
35,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
82,"PRIMARY/NO EDUCATION"
82,"PRIMARY/NO EDUCATION"
39,"POST-SECONDARY OR HIGHER"
62,"POST-SECONDARY OR HIGHER"
26,"SECONDARY"
43,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
51,"SECONDARY"
20,"SECONDARY"
55,"SECONDARY"
66,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
58,"SECONDARY"
58,"POST-SECONDARY OR HIGHER"
57,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
64,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
60,"SECONDARY"
56,"SECONDARY"
45,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
31,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
78,"SECONDARY"
75,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
57,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
62,"POST-SECONDARY OR HIGHER"
45,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
28,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
59,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
89,"POST-SECONDARY OR HIGHER"
39,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
32,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
78,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
74,NA
39,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
70,"PRIMARY/NO EDUCATION"
19,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
38,"SECONDARY"
79,"PRIMARY/NO EDUCATION"
65,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
58,"POST-SECONDARY OR HIGHER"
50,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
60,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
58,"POST-SECONDARY OR HIGHER"
34,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
27,"SECONDARY"
23,"SECONDARY"
25,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
46,"SECONDARY"
43,"SECONDARY"
35,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
41,"SECONDARY"
67,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
49,"POST-SECONDARY OR HIGHER"
47,"PRIMARY/NO EDUCATION"
74,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
53,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
68,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
68,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
84,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
39,"SECONDARY"
54,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
32,"PRIMARY/NO EDUCATION"
69,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
72,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
45,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
42,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
31,"SECONDARY"
58,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
45,"PRIMARY/NO EDUCATION"
22,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
87,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
41,"SECONDARY"
59,"SECONDARY"
72,"POST-SECONDARY OR HIGHER"
68,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
42,"PRIMARY/NO EDUCATION"
62,"PRIMARY/NO EDUCATION"
59,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
78,"SECONDARY"
57,"SECONDARY"
39,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
64,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
24,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
57,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
37,"SECONDARY"
18,"PRIMARY/NO EDUCATION"
39,"SECONDARY"
80,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
40,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
30,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
67,"SECONDARY"
31,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
82,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
83,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
72,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
69,"POST-SECONDARY OR HIGHER"
59,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
59,"SECONDARY"
36,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
41,"SECONDARY"
27,"SECONDARY"
28,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
51,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
54,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
43,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
57,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
43,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
35,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
47,"SECONDARY"
86,"VOCATIONAL/GRAMMAR"
28,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
82,"POST-SECONDARY OR HIGHER"
81,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
25,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
32,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
38,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
74,"SECONDARY"
56,"SECONDARY"
73,"SECONDARY"
47,"SECONDARY"
78,"VOCATIONAL/GRAMMAR"
36,"PRIMARY/NO EDUCATION"
82,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
32,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
59,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
35,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
60,"POST-SECONDARY OR HIGHER"
45,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
47,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
20,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
47,"SECONDARY"
21,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
36,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
66,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
80,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
34,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
77,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
28,"SECONDARY"
53,"SECONDARY"
22,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
33,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
79,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
77,"POST-SECONDARY OR HIGHER"
55,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
80,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
56,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
81,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
