"sex","age","agegr","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabint","wkabintdur","emcc","englang","height","weight","bmi","wkabdur","eduspec","random"
"MALE",76,"65+","URBAN 20,000-100,000","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,800,"WIDOWED",11,1955,6,1985,"PLEASED",7,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",178,76,23.9868703446535,-8,"not applicable","b"
"FEMALE",41,"35-44","RURAL AREAS","Malopolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,600,"MARRIED",2,1992,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","ACTIVE",164,60,22.3081499107674,7,"no specialisation","y"
"FEMALE",43,"35-44","URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,3000,"DIVORCED",6,1991,6,1998,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"YES",15,"NO","NO","YES","YES, TO EU COUNTRY","FOREVER","ITALY","NONE",160,56,21.875,60,"no specialisation","h"
"MALE",43,"35-44","RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",0,1700,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",3,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY","MORE THAN 2 YEARS",NA,"NONE",170,68,23.5294117647059,6,"no specialisation","y"
"FEMALE",40,"35-44","URBAN 200,000-500,000","Opolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",-8,1000,"MARRIED",8,2010,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"NO","NO","YES","NO",NA,NA,"PASSIVE",164,64,23.7953599048186,6,"no specialisation","t"
"MALE",43,"35-44","RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","FARMER",-8,1200,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",10,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",168,81,28.6989795918367,6,"no specialisation","s"
"FEMALE",35,"35-44","URBAN BELOW 20,000","Slaskie","SECONDARY",NA,0,-8,"MARRIED",4,2004,NA,NA,"MOSTLY SATISFIED",7,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",1,"YES",15,"NO","NO","YES","NO",NA,NA,"NONE",166,63,22.8625344752504,40,"no specialisation","y"
"MALE",31,"25-34","URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",6,3000,"DIVORCED",6,2006,9,2009,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"YES",20,"NO","YES","YES","YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","NONE",175,78,25.469387755102,3,"no specialisation","a"
"MALE",23,"16-24","URBAN 20,000-100,000","Slaskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",12,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"YES",20,"NO","NO","YES","YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","ACTIVE",182,63,19.0194420963652,3,"no specialisation","t"
"FEMALE",23,"16-24","RURAL AREAS","Podkarpackie","SECONDARY","UNEMPLOYED",-8,NA,"MARRIED",5,2010,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",-8,"NO","NO","YES","NO",NA,NA,"ACTIVE",167,65,23.3066800530675,24,"no specialisation","g"
"MALE",28,"25-34","URBAN BELOW 20,000","Lubuskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",4,2007,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",10,"YES","YES","YES","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","ACTIVE",167,60,21.5138585105239,24,"no specialisation","l"
"FEMALE",25,"25-34","RURAL AREAS","Lodzkie","SECONDARY","UNEMPLOYED",-8,NA,"MARRIED",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","YES","NO",NA,NA,"ACTIVE",175,58,18.9387755102041,2,"no specialisation","p"
"FEMALE",45,"45-59","RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",-8,-8,"MARRIED",1,1985,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","YES","YES","NO",0,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY",NA,"GERMANY","NONE",166,56,20.3222528668892,2,"no specialisation","l"
"MALE",20,"16-24","URBAN 200,000-500,000","Opolskie","SECONDARY","PUPIL OR STUDENT",6,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"YES",8,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",179,74,23.0954090072095,2,"no specialisation","a"
"FEMALE",49,"45-59","URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1700,"MARRIED",6,1982,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",168,65,23.0300453514739,2,"no specialisation","n"
"FEMALE",51,"45-59","RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",-8,1500,"MARRIED",11,1979,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",158,68,27.2392244832559,18,"no specialisation","e"
"MALE",40,"35-44","RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",-8,1400,"MARRIED",8,1994,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"YES",15,"NO","NO","YES","NO",NA,NA,"PASSIVE",176,86,27.7634297520661,14,"no specialisation","l"
"MALE",48,"45-59","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","UNEMPLOYED",10,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",20,"NO","NO","YES","NO",NA,NA,"NONE",175,68,22.2040816326531,12,"no specialisation","b"
"FEMALE",38,"35-44","RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",4,1992,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",10,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",173,63,21.0498179023689,12,"no specialisation","u"
"FEMALE",45,"45-59","RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","FARMER",0,600,"DIVORCED",10,1984,1,1997,"MOSTLY DISSATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"YES",20,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 YEAR","NETHERLANDS","NONE",170,65,22.4913494809689,12,"no specialisation","v"
"FEMALE",25,"25-34","URBAN 100,000-200,000","Lubelskie","SECONDARY","PUPIL OR STUDENT",0,200,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","LESS THAN 1 YEAR","SPAIN","ACTIVE",165,47,17.2635445362718,0,"no specialisation","p"
"MALE",20,"16-24","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",-8,350,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",187,82,23.4493408447482,-8,"no specialisation","f"
"FEMALE",18,"16-24","URBAN 500,000 AND OVER","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",20,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",165,50,18.3654729109275,-8,"no specialisation","w"
"FEMALE",78,"65+","RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",-8,900,"WIDOWED",8,1958,12,1997,"MIXED",16,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,78,30.46875,-8,"no specialisation","k"
"MALE",20,"16-24","URBAN 100,000-200,000","Slaskie","SECONDARY","PUPIL OR STUDENT",0,-8,"SINGLE",NA,NA,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",165,65,23.8751147842057,-8,"no specialisation","u"
"FEMALE",63,"60-64","URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","RETIRED",24,1400,"MARRIED",6,1969,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",25,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",155,65,27.0551508844953,-8,"no specialisation","f"
"MALE",68,"65+","RURAL AREAS","Pomorskie","SECONDARY","RETIRED",0,-8,"MARRIED",4,1970,NA,NA,"DELIGHTED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,NA,165,65,23.8751147842057,-8,"no specialisation","q"
"MALE",61,"60-64","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","FARMER",0,-8,"MARRIED",9,1985,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",NA,NA,NA,-8,"no specialisation","r"
"MALE",84,"65+","RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",11,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,56,19.3771626297578,-8,"no specialisation","l"
"MALE",47,"45-59","URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",8,560,"MARRIED",5,1984,NA,NA,"PLEASED",1,"IT`S DIFFICULT TO TELL","YES","NO","YES",4,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",164,70,26.0261748958953,-8,"no specialisation","k"
"MALE",27,"25-34","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",3,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",175,97,31.6734693877551,-8,"no specialisation","y"
"MALE",17,"16-24","URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",4,"NO",-8,"NO","NO",NA,"NO",NA,NA,"PASSIVE",178,50,15.7808357530615,-8,"no specialisation","j"
"FEMALE",75,"65+","RURAL AREAS","Wielkopolskie","SECONDARY","RETIRED",0,1157,"MARRIED",11,1955,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",162,99,37.7229080932785,-8,"no specialisation","r"
"MALE",21,"16-24","RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",8,"YES",10,"NO","NO",NA,"NO",NA,NA,"NONE",186,75,21.6788067984738,-8,"no specialisation","m"
"FEMALE",43,"35-44","RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","FARMER",0,1000,"MARRIED",4,1988,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,67,23.7386621315193,-8,"no specialisation","v"
"MALE",20,"16-24","URBAN 100,000-200,000","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",-8,-8,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",182,86,25.9630479410699,-8,"no specialisation","z"
"MALE",77,"65+","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,940,"MARRIED",10,1958,NA,NA,"MIXED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",180,75,23.1481481481481,-8,"no specialisation","f"
"FEMALE",20,"16-24","URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",10,"YES","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","ACTIVE",157,60,24.3417582863402,-8,"no specialisation","w"
"MALE",83,"65+","URBAN 20,000-100,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",-8,1600,"MARRIED",NA,1958,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",166,68,24.6770213383655,-8,"no specialisation","c"
"FEMALE",21,"16-24","RURAL AREAS","Malopolskie","SECONDARY","PUPIL OR STUDENT",-8,-8,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",160,60,23.4375,-8,"no specialisation","t"
"FEMALE",80,"65+","URBAN 100,000-200,000","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",10,1951,NA,NA,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",150,80,35.5555555555556,-8,"no specialisation","l"
"FEMALE",75,"65+","RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,901,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",147,67,31.0055995187191,-8,"no specialisation","b"
"FEMALE",81,"65+","URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1040,"MARRIED",11,1955,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,82,32.03125,-8,"no specialisation","d"
"FEMALE",19,"16-24","URBAN 100,000-200,000","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",171,48,16.415307274033,-8,"no specialisation","k"
"FEMALE",20,"16-24","URBAN 100,000-200,000","Slaskie","SECONDARY","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",4,"NO",-8,"NO","NO",NA,"NO",NA,NA,"PASSIVE",168,63,22.3214285714286,-8,"no specialisation","a"
"FEMALE",75,"65+","RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,953,"DIVORCED",11,1955,4,1980,"MOSTLY DISSATISFIED",14,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",150,82,36.4444444444444,-8,"no specialisation","q"
"FEMALE",58,"45-59","RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",-8,680,"MARRIED",8,1972,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",155,100,41.6233090530697,-8,"no specialisation","x"
"MALE",56,"45-59","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,100,"WIDOWED",6,1985,10,1997,"TERRIBLE",9,"IT`S DIFFICULT TO TELL","YES","YES","YES",1,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",172,55,18.5911303407247,-8,"no specialisation","k"
"MALE",39,"35-44","RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",6,1100,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",4,"IT`S DIFFICULT TO TELL","NO","NO","YES",5,"YES",10,"YES","YES","NO","NO",NA,NA,"NONE",182,84,25.3592561284869,-8,"no specialisation","s"
"FEMALE",78,"65+","URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,-8,"WIDOWED",NA,NA,NA,NA,"MIXED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,65,26.0374939913475,-8,"no specialisation","m"
"FEMALE",18,"16-24","RURAL AREAS","Slaskie","SECONDARY","PUPIL OR STUDENT",-8,-8,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",171,54,18.4672206832872,-8,"no specialisation","i"
"FEMALE",56,"45-59","RURAL AREAS","Malopolskie","SECONDARY","FARMER",-8,1700,"MARRIED",7,1974,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,88,28.4090909090909,-8,"no specialisation","b"
"MALE",62,"60-64","RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,750,"MARRIED",9,1970,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",167,70,25.0995015956112,-8,"no specialisation","v"
"FEMALE",29,"25-34","URBAN 20,000-100,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1300,"MARRIED",4,1999,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"YES",10,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,95,32.8719723183391,-8,"no specialisation","g"
"MALE",56,"45-59","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED",9,1978,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",20,"YES","NO","NO","NO",NA,NA,"NONE",176,70,22.5981404958678,-8,"no specialisation","u"
"FEMALE",61,"60-64","URBAN 200,000-500,000","Lubuskie","SECONDARY","RETIRED",24,1800,"MARRIED",10,1971,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,83,30.8596073765616,-8,"no specialisation","k"
"FEMALE",86,"65+","RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,800,"WIDOWED",6,1945,12,2007,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",40,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",150,50,22.2222222222222,-8,"no specialisation","c"
"FEMALE",40,"35-44","URBAN 20,000-100,000","Podlaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",-8,1400,"MARRIED",5,1992,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",33,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,60,22.3081499107674,-8,"no specialisation","o"
"MALE",19,"16-24","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",17,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",185,70,20.4528853177502,-8,"no specialisation","e"
"FEMALE",76,"65+","URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","RETIRED",-8,800,"MARRIED",11,1958,NA,NA,"DELIGHTED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,62,24.8357634994392,-8,"no specialisation","g"
"FEMALE",63,"60-64","RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1500,"MARRIED",8,1971,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",150,50,22.2222222222222,-8,"no specialisation","d"
"FEMALE",18,"16-24","RURAL AREAS","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",2,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",189,69,19.3163685227177,-8,"no specialisation","m"
"FEMALE",19,"16-24","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,-8,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO",NA,"NO",NA,NA,"NONE",164,80,29.7441998810232,-8,"no specialisation","v"
"FEMALE",76,"65+","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",-8,1100,"WIDOWED",6,1955,6,2004,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,65,25.390625,-8,"no specialisation","a"
"MALE",50,"45-59","RURAL AREAS","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",-8,2000,"MARRIED",6,1982,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",170,70,24.2214532871972,-8,"no specialisation","w"
"FEMALE",63,"60-64","RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",0,660,"MARRIED",10,1966,NA,NA,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",152,62,26.8351800554017,-8,"no specialisation","m"
"FEMALE",17,"16-24","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",164,55,20.4491374182035,-8,"no specialisation","g"
"MALE",69,"65+","URBAN BELOW 20,000","Podkarpackie","PRIMARY/NO EDUCATION","RETIRED",0,960,"MARRIED",4,1964,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,76,26.2975778546713,-8,"no specialisation","e"
"FEMALE",21,"16-24","RURAL AREAS","Dolnoslaskie","SECONDARY","PUPIL OR STUDENT",-8,1200,"SINGLE",NA,NA,NA,NA,"MIXED",11,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",2,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",178,50,15.7808357530615,-8,"no specialisation","n"
"FEMALE",54,"45-59","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","FARMER",0,-8,"MARRIED",6,1977,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,75,27.8851873884593,-8,"no specialisation","c"
"FEMALE",59,"45-59","URBAN 100,000-200,000","Lubelskie","SECONDARY","LONG-TERM SICK/DISABLED",0,690,"WIDOWED",7,1975,5,2000,"MIXED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",-8,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",164,93,34.5776323616895,-8,"no specialisation","g"
"FEMALE",74,"65+","RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",4,1961,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,78,30.46875,-8,"no specialisation","t"
"MALE",62,"60-64","URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1900,"MARRIED",2,1972,NA,NA,"PLEASED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",185,115,33.6011687363039,-8,"no specialisation","a"
"FEMALE",72,"65+","URBAN BELOW 20,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1120,"MARRIED",9,1962,NA,NA,"PLEASED",16,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",163,68,25.5937370619895,-8,"no specialisation","p"
