"combine","value","type","n","dp","unique"
"1001",65,"original",1,0.1,"0010"
"1010",93,"original",1,0.1,"0010"
"1011",60,"original",1,0.1,"0010"
"1100",64,"original",1,0.1,"0010"
"1101",56,"original",1,0.1,"0010"
"1110",58,"original",1,0.1,"0010"
"1111",0,"original",1,0.1,"0010"
"0000",65,"synthetic",2,0.1,"0010"
"0001",64,"synthetic",2,0.1,"0010"
"0010",79,"synthetic",2,0.1,"0010"
"0011",51,"synthetic",2,0.1,"0010"
"0100",86,"synthetic",2,0.1,"0010"
"0101",71,"synthetic",2,0.1,"0010"
"0110",69,"synthetic",2,0.1,"0010"
"0111",78,"synthetic",2,0.1,"0010"
"1000",53,"synthetic",2,0.1,"0010"
"1001",88,"synthetic",2,0.1,"0010"
"1010",100,"synthetic",2,0.1,"0010"
"1011",67,"synthetic",2,0.1,"0010"
"1100",65,"synthetic",2,0.1,"0010"
"1101",53,"synthetic",2,0.1,"0010"
"1110",97,"synthetic",2,0.1,"0010"
"1111",-9,"synthetic",2,0.1,"0010"
"0000",70,"original",1,0.1,"1010"
"0001",61,"original",1,0.1,"1010"
"0010",67,"original",1,0.1,"1010"
"0011",53,"original",1,0.1,"1010"
"0100",77,"original",1,0.1,"1010"
"0101",74,"original",1,0.1,"1010"
"0110",67,"original",1,0.1,"1010"
"0111",80,"original",1,0.1,"1010"
"1000",54,"original",1,0.1,"1010"
"1001",65,"original",1,0.1,"1010"
"1010",94,"original",1,0.1,"1010"
"1011",60,"original",1,0.1,"1010"
"1100",64,"original",1,0.1,"1010"
"1101",56,"original",1,0.1,"1010"
"1110",58,"original",1,0.1,"1010"
"1111",0,"original",1,0.1,"1010"
"0000",43,"synthetic",2,0.1,"1010"
"0001",55,"synthetic",2,0.1,"1010"
"0010",86,"synthetic",2,0.1,"1010"
"0011",63,"synthetic",2,0.1,"1010"
"0100",97,"synthetic",2,0.1,"1010"
"0101",76,"synthetic",2,0.1,"1010"
"0110",78,"synthetic",2,0.1,"1010"
"0111",83,"synthetic",2,0.1,"1010"
"1000",51,"synthetic",2,0.1,"1010"
"1001",66,"synthetic",2,0.1,"1010"
"1010",97,"synthetic",2,0.1,"1010"
"1011",61,"synthetic",2,0.1,"1010"
"1100",56,"synthetic",2,0.1,"1010"
"1101",72,"synthetic",2,0.1,"1010"
"1110",60,"synthetic",2,0.1,"1010"
"1111",-2,"synthetic",2,0.1,"1010"
"0000",70,"original",1,0.1,"0110"
"0001",61,"original",1,0.1,"0110"
"0010",67,"original",1,0.1,"0110"
"0011",53,"original",1,0.1,"0110"
"0100",77,"original",1,0.1,"0110"
"0101",74,"original",1,0.1,"0110"
"0110",68,"original",1,0.1,"0110"
"0111",80,"original",1,0.1,"0110"
"1000",54,"original",1,0.1,"0110"
"1001",65,"original",1,0.1,"0110"
"1010",93,"original",1,0.1,"0110"
"1011",60,"original",1,0.1,"0110"
"1100",64,"original",1,0.1,"0110"
"1101",56,"original",1,0.1,"0110"
"1110",58,"original",1,0.1,"0110"
"1111",0,"original",1,0.1,"0110"
"0000",81,"synthetic",2,0.1,"0110"
"0001",43,"synthetic",2,0.1,"0110"
"0010",70,"synthetic",2,0.1,"0110"
"0011",64,"synthetic",2,0.1,"0110"
"0100",36,"synthetic",2,0.1,"0110"
"0101",81,"synthetic",2,0.1,"0110"
"0110",61,"synthetic",2,0.1,"0110"
"0111",67,"synthetic",2,0.1,"0110"
"1000",63,"synthetic",2,0.1,"0110"
"1001",26,"synthetic",2,0.1,"0110"
"1010",91,"synthetic",2,0.1,"0110"
"1011",68,"synthetic",2,0.1,"0110"
"1100",67,"synthetic",2,0.1,"0110"
"1101",54,"synthetic",2,0.1,"0110"
"1110",52,"synthetic",2,0.1,"0110"
"1111",-10,"synthetic",2,0.1,"0110"
"0000",70,"original",1,0.1,"1110"
"0001",61,"original",1,0.1,"1110"
"0010",67,"original",1,0.1,"1110"
"0011",53,"original",1,0.1,"1110"
"0100",77,"original",1,0.1,"1110"
"0101",74,"original",1,0.1,"1110"
"0110",67,"original",1,0.1,"1110"
"0111",80,"original",1,0.1,"1110"
"1000",54,"original",1,0.1,"1110"
"1001",65,"original",1,0.1,"1110"
"1010",93,"original",1,0.1,"1110"
"1011",60,"original",1,0.1,"1110"
"1100",64,"original",1,0.1,"1110"
"1101",56,"original",1,0.1,"1110"
"1110",59,"original",1,0.1,"1110"
"1111",0,"original",1,0.1,"1110"
"0000",61,"synthetic",2,0.1,"1110"
"0001",57,"synthetic",2,0.1,"1110"
"0010",52,"synthetic",2,0.1,"1110"
"0011",58,"synthetic",2,0.1,"1110"
"0100",83,"synthetic",2,0.1,"1110"
"0101",63,"synthetic",2,0.1,"1110"
"0110",61,"synthetic",2,0.1,"1110"
"0111",104,"synthetic",2,0.1,"1110"
"1000",78,"synthetic",2,0.1,"1110"
"1001",87,"synthetic",2,0.1,"1110"
"1010",111,"synthetic",2,0.1,"1110"
"1011",122,"synthetic",2,0.1,"1110"
"1100",71,"synthetic",2,0.1,"1110"
"1101",80,"synthetic",2,0.1,"1110"
"1110",46,"synthetic",2,0.1,"1110"
"1111",4,"synthetic",2,0.1,"1110"
"0000",70,"original",1,0.1,"0001"
"0001",62,"original",1,0.1,"0001"
"0010",67,"original",1,0.1,"0001"
"0011",53,"original",1,0.1,"0001"
"0100",77,"original",1,0.1,"0001"
"0101",74,"original",1,0.1,"0001"
"0110",67,"original",1,0.1,"0001"
"0111",80,"original",1,0.1,"0001"
"1000",54,"original",1,0.1,"0001"
"1001",65,"original",1,0.1,"0001"
"1010",93,"original",1,0.1,"0001"
"1011",60,"original",1,0.1,"0001"
"1100",64,"original",1,0.1,"0001"
"1101",56,"original",1,0.1,"0001"
"1110",58,"original",1,0.1,"0001"
"1111",0,"original",1,0.1,"0001"
"0000",48,"synthetic",2,0.1,"0001"
"0001",34,"synthetic",2,0.1,"0001"
"0010",67,"synthetic",2,0.1,"0001"
"0011",59,"synthetic",2,0.1,"0001"
"0100",84,"synthetic",2,0.1,"0001"
"0101",66,"synthetic",2,0.1,"0001"
"0110",59,"synthetic",2,0.1,"0001"
"0111",78,"synthetic",2,0.1,"0001"
"1000",57,"synthetic",2,0.1,"0001"
"1001",60,"synthetic",2,0.1,"0001"
"1010",93,"synthetic",2,0.1,"0001"
"1011",57,"synthetic",2,0.1,"0001"
"1100",61,"synthetic",2,0.1,"0001"
"1101",49,"synthetic",2,0.1,"0001"
"1110",67,"synthetic",2,0.1,"0001"
"1111",-20,"synthetic",2,0.1,"0001"
"0000",70,"original",1,0.1,"1001"
"0001",61,"original",1,0.1,"1001"
"0010",67,"original",1,0.1,"1001"
"0011",53,"original",1,0.1,"1001"
"0100",77,"original",1,0.1,"1001"
"0101",74,"original",1,0.1,"1001"
"0110",67,"original",1,0.1,"1001"
"0111",80,"original",1,0.1,"1001"
"1000",54,"original",1,0.1,"1001"
"1001",66,"original",1,0.1,"1001"
"1010",93,"original",1,0.1,"1001"
"1011",60,"original",1,0.1,"1001"
"1100",64,"original",1,0.1,"1001"
"1101",56,"original",1,0.1,"1001"
"1110",58,"original",1,0.1,"1001"
"1111",0,"original",1,0.1,"1001"
"0000",82,"synthetic",2,0.1,"1001"
"0001",53,"synthetic",2,0.1,"1001"
"0010",58,"synthetic",2,0.1,"1001"
"0011",61,"synthetic",2,0.1,"1001"
"0100",80,"synthetic",2,0.1,"1001"
"0101",84,"synthetic",2,0.1,"1001"
"0110",70,"synthetic",2,0.1,"1001"
"0111",76,"synthetic",2,0.1,"1001"
"1000",54,"synthetic",2,0.1,"1001"
"1001",85,"synthetic",2,0.1,"1001"
"1010",89,"synthetic",2,0.1,"1001"
"1011",52,"synthetic",2,0.1,"1001"
"1100",67,"synthetic",2,0.1,"1001"
"1101",60,"synthetic",2,0.1,"1001"
"1110",77,"synthetic",2,0.1,"1001"
"1111",-10,"synthetic",2,0.1,"1001"
"0000",70,"original",1,0.1,"0101"
"0001",61,"original",1,0.1,"0101"
"0010",67,"original",1,0.1,"0101"
"0011",53,"original",1,0.1,"0101"
"0100",77,"original",1,0.1,"0101"
"0101",75,"original",1,0.1,"0101"
"0110",67,"original",1,0.1,"0101"
"0111",80,"original",1,0.1,"0101"
"1000",54,"original",1,0.1,"0101"
"1001",65,"original",1,0.1,"0101"
"1010",93,"original",1,0.1,"0101"
"1011",60,"original",1,0.1,"0101"
"1100",64,"original",1,0.1,"0101"
"1101",56,"original",1,0.1,"0101"
"1110",58,"original",1,0.1,"0101"
"1111",0,"original",1,0.1,"0101"
"0000",85,"synthetic",2,0.1,"0101"
"0001",68,"synthetic",2,0.1,"0101"
"0010",77,"synthetic",2,0.1,"0101"
"0011",55,"synthetic",2,0.1,"0101"
"0100",91,"synthetic",2,0.1,"0101"
"0101",83,"synthetic",2,0.1,"0101"
"0110",62,"synthetic",2,0.1,"0101"
"0111",81,"synthetic",2,0.1,"0101"
"1000",46,"synthetic",2,0.1,"0101"
"1001",81,"synthetic",2,0.1,"0101"
"1010",78,"synthetic",2,0.1,"0101"
"1011",49,"synthetic",2,0.1,"0101"
"1100",79,"synthetic",2,0.1,"0101"
"1101",67,"synthetic",2,0.1,"0101"
"1110",65,"synthetic",2,0.1,"0101"
"1111",-14,"synthetic",2,0.1,"0101"
"0000",70,"original",1,0.1,"1101"
"0001",61,"original",1,0.1,"1101"
"0010",67,"original",1,0.1,"1101"
"0011",53,"original",1,0.1,"1101"
"0100",77,"original",1,0.1,"1101"
"0101",74,"original",1,0.1,"1101"
"0110",67,"original",1,0.1,"1101"
"0111",80,"original",1,0.1,"1101"
"1000",54,"original",1,0.1,"1101"
"1001",65,"original",1,0.1,"1101"
"1010",93,"original",1,0.1,"1101"
"1011",60,"original",1,0.1,"1101"
"1100",64,"original",1,0.1,"1101"
"1101",57,"original",1,0.1,"1101"
"1110",58,"original",1,0.1,"1101"
"1111",0,"original",1,0.1,"1101"
"0000",63,"synthetic",2,0.1,"1101"
"0001",89,"synthetic",2,0.1,"1101"
"0010",24,"synthetic",2,0.1,"1101"
"0011",63,"synthetic",2,0.1,"1101"
"0100",76,"synthetic",2,0.1,"1101"
"0101",77,"synthetic",2,0.1,"1101"
"0110",71,"synthetic",2,0.1,"1101"
"0111",90,"synthetic",2,0.1,"1101"
"1000",57,"synthetic",2,0.1,"1101"
"1001",67,"synthetic",2,0.1,"1101"
"1010",93,"synthetic",2,0.1,"1101"
"1011",48,"synthetic",2,0.1,"1101"
"1100",47,"synthetic",2,0.1,"1101"
"1101",59,"synthetic",2,0.1,"1101"
"1110",61,"synthetic",2,0.1,"1101"
"1111",-3,"synthetic",2,0.1,"1101"
"0000",70,"original",1,0.1,"0011"
"0001",61,"original",1,0.1,"0011"
"0010",67,"original",1,0.1,"0011"
"0011",54,"original",1,0.1,"0011"
"0100",77,"original",1,0.1,"0011"
"0101",74,"original",1,0.1,"0011"
"0110",67,"original",1,0.1,"0011"
"0111",80,"original",1,0.1,"0011"
"1000",54,"original",1,0.1,"0011"
"1001",65,"original",1,0.1,"0011"
"1010",93,"original",1,0.1,"0011"
"1011",60,"original",1,0.1,"0011"
"1100",64,"original",1,0.1,"0011"
"1101",56,"original",1,0.1,"0011"
"1110",58,"original",1,0.1,"0011"
"1111",0,"original",1,0.1,"0011"
"0000",79,"synthetic",2,0.1,"0011"
"0001",70,"synthetic",2,0.1,"0011"
"0010",67,"synthetic",2,0.1,"0011"
"0011",45,"synthetic",2,0.1,"0011"
"0100",66,"synthetic",2,0.1,"0011"
"0101",74,"synthetic",2,0.1,"0011"
"0110",42,"synthetic",2,0.1,"0011"
"0111",75,"synthetic",2,0.1,"0011"
"1000",63,"synthetic",2,0.1,"0011"
"1001",66,"synthetic",2,0.1,"0011"
"1010",93,"synthetic",2,0.1,"0011"
"1011",63,"synthetic",2,0.1,"0011"
"1100",70,"synthetic",2,0.1,"0011"
"1101",55,"synthetic",2,0.1,"0011"
"1110",63,"synthetic",2,0.1,"0011"
"1111",2,"synthetic",2,0.1,"0011"
"0000",70,"original",1,0.1,"1011"
"0001",61,"original",1,0.1,"1011"
"0010",67,"original",1,0.1,"1011"
"0011",53,"original",1,0.1,"1011"
"0100",77,"original",1,0.1,"1011"
"0101",74,"original",1,0.1,"1011"
"0110",67,"original",1,0.1,"1011"
"0111",80,"original",1,0.1,"1011"
"1000",54,"original",1,0.1,"1011"
"1001",65,"original",1,0.1,"1011"
"1010",93,"original",1,0.1,"1011"
"1011",61,"original",1,0.1,"1011"
"1100",64,"original",1,0.1,"1011"
"1101",56,"original",1,0.1,"1011"
"1110",58,"original",1,0.1,"1011"
"1111",0,"original",1,0.1,"1011"
"0000",66,"synthetic",2,0.1,"1011"
"0001",59,"synthetic",2,0.1,"1011"
"0010",76,"synthetic",2,0.1,"1011"
"0011",80,"synthetic",2,0.1,"1011"
"0100",53,"synthetic",2,0.1,"1011"
"0101",72,"synthetic",2,0.1,"1011"
"0110",63,"synthetic",2,0.1,"1011"
"0111",74,"synthetic",2,0.1,"1011"
"1000",76,"synthetic",2,0.1,"1011"
"1001",78,"synthetic",2,0.1,"1011"
"1010",83,"synthetic",2,0.1,"1011"
"1011",57,"synthetic",2,0.1,"1011"
"1100",56,"synthetic",2,0.1,"1011"
"1101",74,"synthetic",2,0.1,"1011"
"1110",67,"synthetic",2,0.1,"1011"
"1111",-3,"synthetic",2,0.1,"1011"
"0000",70,"original",1,0.1,"0111"
"0001",61,"original",1,0.1,"0111"
"0010",67,"original",1,0.1,"0111"
"0011",53,"original",1,0.1,"0111"
"0100",77,"original",1,0.1,"0111"
"0101",74,"original",1,0.1,"0111"
"0110",67,"original",1,0.1,"0111"
"0111",81,"original",1,0.1,"0111"
"1000",54,"original",1,0.1,"0111"
"1001",65,"original",1,0.1,"0111"
"1010",93,"original",1,0.1,"0111"
"1011",60,"original",1,0.1,"0111"
"1100",64,"original",1,0.1,"0111"
"1101",56,"original",1,0.1,"0111"
"1110",58,"original",1,0.1,"0111"
"1111",0,"original",1,0.1,"0111"
"0000",76,"synthetic",2,0.1,"0111"
"0001",58,"synthetic",2,0.1,"0111"
"0010",49,"synthetic",2,0.1,"0111"
"0011",50,"synthetic",2,0.1,"0111"
"0100",77,"synthetic",2,0.1,"0111"
"0101",81,"synthetic",2,0.1,"0111"
"0110",82,"synthetic",2,0.1,"0111"
"0111",85,"synthetic",2,0.1,"0111"
"1000",40,"synthetic",2,0.1,"0111"
"1001",43,"synthetic",2,0.1,"0111"
"1010",53,"synthetic",2,0.1,"0111"
"1011",49,"synthetic",2,0.1,"0111"
"1100",89,"synthetic",2,0.1,"0111"
"1101",85,"synthetic",2,0.1,"0111"
"1110",58,"synthetic",2,0.1,"0111"
"1111",8,"synthetic",2,0.1,"0111"
"0000",70,"original",1,0.1,"1111"
"0001",61,"original",1,0.1,"1111"
"0010",67,"original",1,0.1,"1111"
"0011",53,"original",1,0.1,"1111"
"0100",77,"original",1,0.1,"1111"
"0101",74,"original",1,0.1,"1111"
"0110",67,"original",1,0.1,"1111"
"0111",80,"original",1,0.1,"1111"
"1000",54,"original",1,0.1,"1111"
"1001",65,"original",1,0.1,"1111"
"1010",93,"original",1,0.1,"1111"
"1011",60,"original",1,0.1,"1111"
"1100",64,"original",1,0.1,"1111"
"1101",56,"original",1,0.1,"1111"
"1110",58,"original",1,0.1,"1111"
"1111",1,"original",1,0.1,"1111"
"0000",68,"synthetic",2,0.1,"1111"
"0001",63,"synthetic",2,0.1,"1111"
"0010",67,"synthetic",2,0.1,"1111"
"0011",52,"synthetic",2,0.1,"1111"
"0100",82,"synthetic",2,0.1,"1111"
"0101",80,"synthetic",2,0.1,"1111"
"0110",70,"synthetic",2,0.1,"1111"
"0111",85,"synthetic",2,0.1,"1111"
"1000",60,"synthetic",2,0.1,"1111"
"1001",68,"synthetic",2,0.1,"1111"
"1010",117,"synthetic",2,0.1,"1111"
"1011",40,"synthetic",2,0.1,"1111"
"1100",85,"synthetic",2,0.1,"1111"
"1101",53,"synthetic",2,0.1,"1111"
"1110",63,"synthetic",2,0.1,"1111"
"1111",13,"synthetic",2,0.1,"1111"
"0000",71,"original",1,0.1,"0000"
"0001",61,"original",1,0.1,"0000"
"0010",67,"original",1,0.1,"0000"
"0011",53,"original",1,0.1,"0000"
"0100",77,"original",1,0.1,"0000"
"0101",74,"original",1,0.1,"0000"
"0110",67,"original",1,0.1,"0000"
"0111",80,"original",1,0.1,"0000"
"1000",54,"original",1,0.1,"0000"
"1001",65,"original",1,0.1,"0000"
"1010",93,"original",1,0.1,"0000"
"1011",60,"original",1,0.1,"0000"
"1100",64,"original",1,0.1,"0000"
"1101",56,"original",1,0.1,"0000"
"1110",58,"original",1,0.1,"0000"
"1111",0,"original",1,0.1,"0000"
"0000",69,"synthetic",3,0.1,"0000"
"0001",84,"synthetic",3,0.1,"0000"
"0010",67,"synthetic",3,0.1,"0000"
"0011",82,"synthetic",3,0.1,"0000"
"0100",78,"synthetic",3,0.1,"0000"
"0101",60,"synthetic",3,0.1,"0000"
"0110",73,"synthetic",3,0.1,"0000"
"0111",82,"synthetic",3,0.1,"0000"
"1000",57,"synthetic",3,0.1,"0000"
"1001",73,"synthetic",3,0.1,"0000"
"1010",88,"synthetic",3,0.1,"0000"
"1011",28,"synthetic",3,0.1,"0000"
"1100",66,"synthetic",3,0.1,"0000"
"1101",64,"synthetic",3,0.1,"0000"
"1110",42,"synthetic",3,0.1,"0000"
"1111",-16,"synthetic",3,0.1,"0000"
"0000",70,"original",1,0.1,"1000"
"0001",61,"original",1,0.1,"1000"
"0010",67,"original",1,0.1,"1000"
"0011",53,"original",1,0.1,"1000"
"0100",77,"original",1,0.1,"1000"
"0101",74,"original",1,0.1,"1000"
"0110",67,"original",1,0.1,"1000"
"0111",80,"original",1,0.1,"1000"
"1000",55,"original",1,0.1,"1000"
"1001",65,"original",1,0.1,"1000"
"1010",93,"original",1,0.1,"1000"
"1011",60,"original",1,0.1,"1000"
"1100",64,"original",1,0.1,"1000"
"1101",56,"original",1,0.1,"1000"
"1110",58,"original",1,0.1,"1000"
"1111",0,"original",1,0.1,"1000"
"0000",77,"synthetic",3,0.1,"1000"
"0001",61,"synthetic",3,0.1,"1000"
"0010",47,"synthetic",3,0.1,"1000"
"0011",51,"synthetic",3,0.1,"1000"
"0100",93,"synthetic",3,0.1,"1000"
"0101",97,"synthetic",3,0.1,"1000"
"0110",61,"synthetic",3,0.1,"1000"
"0111",80,"synthetic",3,0.1,"1000"
"1000",40,"synthetic",3,0.1,"1000"
"1001",43,"synthetic",3,0.1,"1000"
"1010",95,"synthetic",3,0.1,"1000"
"1011",66,"synthetic",3,0.1,"1000"
"1100",54,"synthetic",3,0.1,"1000"
"1101",97,"synthetic",3,0.1,"1000"
"1110",28,"synthetic",3,0.1,"1000"
"1111",-4,"synthetic",3,0.1,"1000"
"0000",70,"original",1,0.1,"0100"
"0001",61,"original",1,0.1,"0100"
"0010",67,"original",1,0.1,"0100"
"0011",53,"original",1,0.1,"0100"
"0100",78,"original",1,0.1,"0100"
"0101",74,"original",1,0.1,"0100"
"0110",67,"original",1,0.1,"0100"
"0111",80,"original",1,0.1,"0100"
"1000",54,"original",1,0.1,"0100"
"1001",65,"original",1,0.1,"0100"
"1010",93,"original",1,0.1,"0100"
"1011",60,"original",1,0.1,"0100"
"1100",64,"original",1,0.1,"0100"
"1101",56,"original",1,0.1,"0100"
"1110",58,"original",1,0.1,"0100"
"1111",0,"original",1,0.1,"0100"
"0000",49,"synthetic",3,0.1,"0100"
"0001",60,"synthetic",3,0.1,"0100"
"0010",68,"synthetic",3,0.1,"0100"
"0011",62,"synthetic",3,0.1,"0100"
"0100",82,"synthetic",3,0.1,"0100"
"0101",67,"synthetic",3,0.1,"0100"
"0110",72,"synthetic",3,0.1,"0100"
"0111",93,"synthetic",3,0.1,"0100"
"1000",71,"synthetic",3,0.1,"0100"
"1001",67,"synthetic",3,0.1,"0100"
"1010",93,"synthetic",3,0.1,"0100"
"1011",55,"synthetic",3,0.1,"0100"
"1100",73,"synthetic",3,0.1,"0100"
"1101",57,"synthetic",3,0.1,"0100"
"1110",74,"synthetic",3,0.1,"0100"
"1111",-9,"synthetic",3,0.1,"0100"
"0000",70,"original",1,0.1,"1100"
"0001",61,"original",1,0.1,"1100"
"0010",67,"original",1,0.1,"1100"
"0011",53,"original",1,0.1,"1100"
"0100",77,"original",1,0.1,"1100"
"0101",74,"original",1,0.1,"1100"
"0110",67,"original",1,0.1,"1100"
"0111",80,"original",1,0.1,"1100"
"1000",54,"original",1,0.1,"1100"
"1001",65,"original",1,0.1,"1100"
"1010",93,"original",1,0.1,"1100"
"1011",60,"original",1,0.1,"1100"
"1100",65,"original",1,0.1,"1100"
"1101",56,"original",1,0.1,"1100"
"1110",58,"original",1,0.1,"1100"
"1111",0,"original",1,0.1,"1100"
"0000",61,"synthetic",3,0.1,"1100"
"0001",64,"synthetic",3,0.1,"1100"
"0010",49,"synthetic",3,0.1,"1100"
"0011",58,"synthetic",3,0.1,"1100"
"0100",59,"synthetic",3,0.1,"1100"
"0101",49,"synthetic",3,0.1,"1100"
"0110",75,"synthetic",3,0.1,"1100"
"0111",80,"synthetic",3,0.1,"1100"
"1000",52,"synthetic",3,0.1,"1100"
"1001",70,"synthetic",3,0.1,"1100"
"1010",95,"synthetic",3,0.1,"1100"
"1011",62,"synthetic",3,0.1,"1100"
"1100",55,"synthetic",3,0.1,"1100"
"1101",84,"synthetic",3,0.1,"1100"
"1110",53,"synthetic",3,0.1,"1100"
"1111",28,"synthetic",3,0.1,"1100"
"0000",70,"original",1,0.1,"0010"
"0001",61,"original",1,0.1,"0010"
"0010",68,"original",1,0.1,"0010"
"0011",53,"original",1,0.1,"0010"
"0100",77,"original",1,0.1,"0010"
"0101",74,"original",1,0.1,"0010"
"0110",67,"original",1,0.1,"0010"
"0111",80,"original",1,0.1,"0010"
"1000",54,"original",1,0.1,"0010"
"1001",65,"original",1,0.1,"0010"
"1010",93,"original",1,0.1,"0010"
"1011",60,"original",1,0.1,"0010"
"1100",64,"original",1,0.1,"0010"
"1101",56,"original",1,0.1,"0010"
"1110",58,"original",1,0.1,"0010"
"1111",0,"original",1,0.1,"0010"
"0000",79,"synthetic",3,0.1,"0010"
"0001",61,"synthetic",3,0.1,"0010"
"0010",87,"synthetic",3,0.1,"0010"
"0011",12,"synthetic",3,0.1,"0010"
"0100",71,"synthetic",3,0.1,"0010"
"0101",69,"synthetic",3,0.1,"0010"
"0110",86,"synthetic",3,0.1,"0010"
"0111",80,"synthetic",3,0.1,"0010"
"1000",57,"synthetic",3,0.1,"0010"
"1001",72,"synthetic",3,0.1,"0010"
"1010",96,"synthetic",3,0.1,"0010"
"1011",65,"synthetic",3,0.1,"0010"
"1100",82,"synthetic",3,0.1,"0010"
"1101",60,"synthetic",3,0.1,"0010"
"1110",70,"synthetic",3,0.1,"0010"
"1111",-3,"synthetic",3,0.1,"0010"
"0000",70,"original",1,0.1,"1010"
"0001",61,"original",1,0.1,"1010"
"0010",67,"original",1,0.1,"1010"
"0011",53,"original",1,0.1,"1010"
"0100",77,"original",1,0.1,"1010"
"0101",74,"original",1,0.1,"1010"
"0110",67,"original",1,0.1,"1010"
"0111",80,"original",1,0.1,"1010"
"1000",54,"original",1,0.1,"1010"
"1001",65,"original",1,0.1,"1010"
"1010",94,"original",1,0.1,"1010"
"1011",60,"original",1,0.1,"1010"
"1100",64,"original",1,0.1,"1010"
"1101",56,"original",1,0.1,"1010"
"1110",58,"original",1,0.1,"1010"
"1111",0,"original",1,0.1,"1010"
"0000",76,"synthetic",3,0.1,"1010"
"0001",67,"synthetic",3,0.1,"1010"
"0010",78,"synthetic",3,0.1,"1010"
"0011",52,"synthetic",3,0.1,"1010"
"0100",73,"synthetic",3,0.1,"1010"
"0101",85,"synthetic",3,0.1,"1010"
"0110",63,"synthetic",3,0.1,"1010"
"0111",57,"synthetic",3,0.1,"1010"
"1000",65,"synthetic",3,0.1,"1010"
"1001",84,"synthetic",3,0.1,"1010"
"1010",87,"synthetic",3,0.1,"1010"
"1011",54,"synthetic",3,0.1,"1010"
"1100",80,"synthetic",3,0.1,"1010"
"1101",60,"synthetic",3,0.1,"1010"
"1110",56,"synthetic",3,0.1,"1010"
"1111",24,"synthetic",3,0.1,"1010"
"0000",70,"original",1,0.1,"0110"
"0001",61,"original",1,0.1,"0110"
"0010",67,"original",1,0.1,"0110"
"0011",53,"original",1,0.1,"0110"
"0100",77,"original",1,0.1,"0110"
"0101",74,"original",1,0.1,"0110"
"0110",68,"original",1,0.1,"0110"
"0111",80,"original",1,0.1,"0110"
"1000",54,"original",1,0.1,"0110"
"1001",65,"original",1,0.1,"0110"
"1010",93,"original",1,0.1,"0110"
"1011",60,"original",1,0.1,"0110"
"1100",64,"original",1,0.1,"0110"
"1101",56,"original",1,0.1,"0110"
"1110",58,"original",1,0.1,"0110"
"1111",0,"original",1,0.1,"0110"
"0000",57,"synthetic",3,0.1,"0110"
"0001",44,"synthetic",3,0.1,"0110"
"0010",63,"synthetic",3,0.1,"0110"
"0011",52,"synthetic",3,0.1,"0110"
"0100",84,"synthetic",3,0.1,"0110"
"0101",75,"synthetic",3,0.1,"0110"
"0110",62,"synthetic",3,0.1,"0110"
"0111",76,"synthetic",3,0.1,"0110"
"1000",52,"synthetic",3,0.1,"0110"
"1001",67,"synthetic",3,0.1,"0110"
"1010",102,"synthetic",3,0.1,"0110"
"1011",37,"synthetic",3,0.1,"0110"
"1100",85,"synthetic",3,0.1,"0110"
"1101",71,"synthetic",3,0.1,"0110"
"1110",67,"synthetic",3,0.1,"0110"
"1111",-13,"synthetic",3,0.1,"0110"
"0000",70,"original",1,0.1,"1110"
"0001",61,"original",1,0.1,"1110"
"0010",67,"original",1,0.1,"1110"
"0011",53,"original",1,0.1,"1110"
"0100",77,"original",1,0.1,"1110"
"0101",74,"original",1,0.1,"1110"
"0110",67,"original",1,0.1,"1110"
"0111",80,"original",1,0.1,"1110"
"1000",54,"original",1,0.1,"1110"
"1001",65,"original",1,0.1,"1110"
"1010",93,"original",1,0.1,"1110"
"1011",60,"original",1,0.1,"1110"
"1100",64,"original",1,0.1,"1110"
"1101",56,"original",1,0.1,"1110"
"1110",59,"original",1,0.1,"1110"
"1111",0,"original",1,0.1,"1110"
"0000",75,"synthetic",3,0.1,"1110"
"0001",62,"synthetic",3,0.1,"1110"
"0010",79,"synthetic",3,0.1,"1110"
"0011",73,"synthetic",3,0.1,"1110"
"0100",80,"synthetic",3,0.1,"1110"
"0101",65,"synthetic",3,0.1,"1110"
"0110",70,"synthetic",3,0.1,"1110"
"0111",55,"synthetic",3,0.1,"1110"
"1000",58,"synthetic",3,0.1,"1110"
"1001",55,"synthetic",3,0.1,"1110"
"1010",72,"synthetic",3,0.1,"1110"
"1011",60,"synthetic",3,0.1,"1110"
"1100",60,"synthetic",3,0.1,"1110"
"1101",77,"synthetic",3,0.1,"1110"
"1110",59,"synthetic",3,0.1,"1110"
"1111",1,"synthetic",3,0.1,"1110"
"0000",70,"original",1,0.1,"0001"
"0001",62,"original",1,0.1,"0001"
"0010",67,"original",1,0.1,"0001"
"0011",53,"original",1,0.1,"0001"
"0100",77,"original",1,0.1,"0001"
"0101",74,"original",1,0.1,"0001"
"0110",67,"original",1,0.1,"0001"
"0111",80,"original",1,0.1,"0001"
"1000",54,"original",1,0.1,"0001"
"1001",65,"original",1,0.1,"0001"
"1010",93,"original",1,0.1,"0001"
"1011",60,"original",1,0.1,"0001"
"1100",64,"original",1,0.1,"0001"
"1101",56,"original",1,0.1,"0001"
"1110",58,"original",1,0.1,"0001"
"1111",0,"original",1,0.1,"0001"
"0000",71,"synthetic",3,0.1,"0001"
"0001",85,"synthetic",3,0.1,"0001"
"0010",72,"synthetic",3,0.1,"0001"
