"term","estimate","std.error","statistic","p.value","dep_var","data","privacy","parents","copies"
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",30,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",30,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",30,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",30,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",30,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",30,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",30,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",30,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",30,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",30,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",30,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",30,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",30,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",30,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",30,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",30,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",30,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",30,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",30,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",30,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",30,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",30,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",30,2,1
"(Intercept)",3.84392225138831,0.260462542057021,14.7580616430703,0.0000000000000000000000000000000000000000000104164543937326,"age","sds",0,0,1
"income",-0.00398764179576236,0.0141066739968202,-0.282677674174736,0.777482902662725,"age","sds",0,0,1
"wealth",0.00873713739068464,0.0151627826078447,0.576222558659145,0.564595466730361,"age","sds",0,0,1
"(Intercept)",10.1473298802928,0.561498942298267,18.0718592964019,0.00000000000000000000000000000000000000000000000000000000000000251366173861727,"income","sds",0,0,1
"age",-0.0201985514892209,0.0714543571514433,-0.282677674174736,0.777482902662725,"income","sds",0,0,1
"wealth",-0.00697607753788215,0.0341306434733313,-0.204393378734071,0.838088029809869,"income","sds",0,0,1
"(Intercept)",14.2714614313426,0.396641617975202,35.9807463074509,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043339985420774,"wealth","sds",0,0,1
"age",0.0382960813951536,0.0664605729499164,0.576222558659145,0.56459546673036,"wealth","sds",0,0,1
"income",-0.00603659980244891,0.0295342238571385,-0.20439337873407,0.838088029809869,"wealth","sds",0,0,1
"(Intercept)",3.84392225138831,0.260462542057021,14.7580616430703,0.0000000000000000000000000000000000000000000104164543937326,"age","sds",0,1,1
"income",-0.00398764179576236,0.0141066739968202,-0.282677674174736,0.777482902662725,"age","sds",0,1,1
"wealth",0.00873713739068464,0.0151627826078447,0.576222558659145,0.564595466730361,"age","sds",0,1,1
"(Intercept)",10.1473298802928,0.561498942298267,18.0718592964019,0.00000000000000000000000000000000000000000000000000000000000000251366173861727,"income","sds",0,1,1
"age",-0.0201985514892209,0.0714543571514433,-0.282677674174736,0.777482902662725,"income","sds",0,1,1
"wealth",-0.00697607753788215,0.0341306434733313,-0.204393378734071,0.838088029809869,"income","sds",0,1,1
"(Intercept)",14.2714614313426,0.396641617975202,35.9807463074509,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043339985420774,"wealth","sds",0,1,1
"age",0.0382960813951536,0.0664605729499164,0.576222558659145,0.56459546673036,"wealth","sds",0,1,1
"income",-0.00603659980244891,0.0295342238571385,-0.20439337873407,0.838088029809869,"wealth","sds",0,1,1
"(Intercept)",3.81074763969436,0.260646698375833,14.6203564573818,0.0000000000000000000000000000000000000000000557806449095411,"age","sds",0,2,1
"income",-0.0053954797718053,0.0140933615463614,-0.38283838487052,0.701921696741388,"age","sds",0,2,1
"wealth",0.0120893474908931,0.0150684460845112,0.802295566715378,0.422574356270501,"age","sds",0,2,1
"(Intercept)",10.3320024030816,0.558399190267085,18.502896463979,0.00000000000000000000000000000000000000000000000000000000000000000693863123047616,"income","sds",0,2,1
"age",-0.0274070947839659,0.0715892028257177,-0.38283838487052,0.701921696741388,"income","sds",0,2,1
"wealth",-0.0177248834523014,0.0339677105015374,-0.52181566524771,0.601915285551787,"income","sds",0,2,1
"(Intercept)",14.3197932968091,0.399859524577468,35.8120600276831,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000691152500727254,"wealth","sds",0,2,1
"age",0.0536920858996963,0.0669230743970247,0.802295566715377,0.422574356270501,"wealth","sds",0,2,1
"income",-0.0154973653101911,0.029698926924385,-0.521815665247711,0.601915285551786,"wealth","sds",0,2,1
"(Intercept)",4.33599695152446,0.276298979864561,15.6931341319101,0.0000000000000000000000000000000000000000000000000922923115344887,"age","sds",0.1,0,1
"income",-0.0726567033210963,0.0142986963104562,-5.08135159622662,0.000000447371981565605,"age","sds",0.1,0,1
"wealth",0.0218404537564245,0.0126763820434784,1.7229248599099,0.0852125057089659,"age","sds",0.1,0,1
"(Intercept)",13.0164141090317,0.534477709582436,24.3535209713438,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377263389600982,"income","sds",0.1,0,1
"age",-0.347782999011559,0.068443010176627,-5.08135159622663,0.000000447371981565595,"income","sds",0.1,0,1
"wealth",0.00250804330187717,0.0277751295331733,0.0902981676064441,0.928068431440968,"income","sds",0.1,0,1
"(Intercept)",16.6512335139977,0.561058227020644,29.678262811366,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000344788545970566,"wealth","sds",0.1,0,1
"age",0.136056481867432,0.0789683201126642,1.7229248599099,0.0852125057089664,"wealth","sds",0.1,0,1
"income",0.00326407365814262,0.0361477286268838,0.0902981676064442,0.928068431440968,"wealth","sds",0.1,0,1
"(Intercept)",4.33599695152446,0.276298979864561,15.6931341319101,0.0000000000000000000000000000000000000000000000000922923115344887,"age","sds",0.1,1,1
"income",-0.0726567033210963,0.0142986963104562,-5.08135159622662,0.000000447371981565605,"age","sds",0.1,1,1
"wealth",0.0218404537564245,0.0126763820434784,1.7229248599099,0.0852125057089659,"age","sds",0.1,1,1
"(Intercept)",13.0164141090317,0.534477709582436,24.3535209713438,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377263389600982,"income","sds",0.1,1,1
"age",-0.347782999011559,0.068443010176627,-5.08135159622663,0.000000447371981565595,"income","sds",0.1,1,1
"wealth",0.00250804330187717,0.0277751295331733,0.0902981676064441,0.928068431440968,"income","sds",0.1,1,1
"(Intercept)",16.6512335139977,0.561058227020644,29.678262811366,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000344788545970566,"wealth","sds",0.1,1,1
"age",0.136056481867432,0.0789683201126642,1.7229248599099,0.0852125057089664,"wealth","sds",0.1,1,1
"income",0.00326407365814262,0.0361477286268838,0.0902981676064442,0.928068431440968,"wealth","sds",0.1,1,1
"(Intercept)",3.6885046406602,0.309345086940946,11.9235921188699,0.000000000000000000000000000000979792960751061,"age","sds",0.1,2,1
"income",0.00355151846006692,0.0152576610648544,0.232769521158636,0.815988156872269,"age","sds",0.1,2,1
"wealth",0.0105997600411774,0.0148488531364689,0.713843685014585,0.475490916180769,"age","sds",0.1,2,1
"(Intercept)",11.1487862068136,0.588558470434467,18.9425295308106,0.000000000000000000000000000000000000000000000000000000000000000000013704404488719,"income","sds",0.1,2,1
"age",0.01530098504607,0.0657344869289917,0.232769521158636,0.815988156872268,"income","sds",0.1,2,1
"wealth",0.0315469236681852,0.0308125995895534,1.02383194175154,0.306163008983369,"income","sds",0.1,2,1
"(Intercept)",16.7622284710982,0.46402705026702,36.1233864738113,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000237102260614124,"wealth","sds",0.1,2,1
"age",0.0481940182610253,0.0675134056275087,0.713843685014586,0.475490916180768,"wealth","sds",0.1,2,1
"income",0.0332926837010796,0.0325177232155148,1.02383194175154,0.306163008983369,"wealth","sds",0.1,2,1
"(Intercept)",3.9232997832306,0.145916936422962,26.8872132283419,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000473265846611795,"age","sds",1,0,1
"income",0.00625901995038904,0.012843581832419,0.487326668841739,0.626134520873979,"age","sds",1,0,1
"wealth",-0.00480313562210018,0.0100052198516954,-0.480062976455864,0.631288447016671,"age","sds",1,0,1
"(Intercept)",4.2070472044521,0.455017370545924,9.2459046110801,0.000000000000000000138793354803437,"income","sds",1,0,1
"age",0.0382400446457497,0.078469016966868,0.487326668841739,0.626134520873979,"income","sds",1,0,1
"wealth",0.40915143347114,0.0210471880144345,19.4397196048488,0.0000000000000000000000000000000000000000000000000000000000000000000000142487873763807,"income","sds",1,0,1
"(Intercept)",8.63802317260685,0.543470065991495,15.8942022995284,0.00000000000000000000000000000000000000000000000000756352669248181,"wealth","sds",1,0,1
"age",-0.0483569634833035,0.100730457991795,-0.480062976455864,0.631288447016671,"wealth","sds",1,0,1
"income",0.67422708457994,0.0346829634524034,19.4397196048488,0.0000000000000000000000000000000000000000000000000000000000000000000000142487873763823,"wealth","sds",1,0,1
"(Intercept)",3.9232997832306,0.145916936422962,26.8872132283419,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000473265846611795,"age","sds",1,1,1
"income",0.00625901995038904,0.012843581832419,0.487326668841739,0.626134520873979,"age","sds",1,1,1
"wealth",-0.00480313562210018,0.0100052198516954,-0.480062976455864,0.631288447016671,"age","sds",1,1,1
"(Intercept)",4.2070472044521,0.455017370545924,9.2459046110801,0.000000000000000000138793354803437,"income","sds",1,1,1
"age",0.0382400446457497,0.078469016966868,0.487326668841739,0.626134520873979,"income","sds",1,1,1
"wealth",0.40915143347114,0.0210471880144345,19.4397196048488,0.0000000000000000000000000000000000000000000000000000000000000000000000142487873763807,"income","sds",1,1,1
"(Intercept)",8.63802317260685,0.543470065991495,15.8942022995284,0.00000000000000000000000000000000000000000000000000756352669248181,"wealth","sds",1,1,1
"age",-0.0483569634833035,0.100730457991795,-0.480062976455864,0.631288447016671,"wealth","sds",1,1,1
"income",0.67422708457994,0.0346829634524034,19.4397196048488,0.0000000000000000000000000000000000000000000000000000000000000000000000142487873763823,"wealth","sds",1,1,1
"(Intercept)",3.91036788539777,0.209522457427758,18.6632398903876,0.000000000000000000000000000000000000000000000000000000000000000000696684530491954,"age","sds",1,2,1
"income",-0.00535328763300097,0.013520816494109,-0.395929316497521,0.692242055192154,"age","sds",1,2,1
"wealth",0.00396086126588099,0.011577940152326,0.342104140613067,0.732344766600613,"age","sds",1,2,1
"(Intercept)",7.10503609688439,0.52444331998794,13.5477673679737,0.000000000000000000000000000000000000016873573807,"income","sds",1,2,1
"age",-0.0294254588742741,0.0743199799766743,-0.395929316497521,0.692242055192154,"income","sds",1,2,1
"wealth",0.2711982222051,0.0257486922283467,10.5325047113087,0.00000000000000000000000114867534958127,"income","sds",1,2,1
"(Intercept)",12.5677796972417,0.534378738729261,23.5184875190348,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130292569728594,"wealth","sds",1,2,1
"age",0.0296929173483551,0.0867949662788177,0.342104140613068,0.732344766600612,"wealth","sds",1,2,1
"income",0.36986855556244,0.0351168659023065,10.5325047113087,0.00000000000000000000000114867534958118,"wealth","sds",1,2,1
"(Intercept)",3.83097530702909,0.194783975581473,19.6678155664129,0.000000000000000000000000000000000000000000000000000000000000000000000000578997769348714,"age","sds",5,0,1
"income",0.00240044345264139,0.0114923599154367,0.208872979118683,0.834590322823251,"age","sds",5,0,1
"wealth",0.00454161491709462,0.00997202226304531,0.455435697724533,0.64889558516875,"age","sds",5,0,1
"(Intercept)",10.9891674863891,0.530236469686451,20.7250314051152,0.000000000000000000000000000000000000000000000000000000000000000000000000000000150765908997388,"income","sds",5,0,1
"age",0.0183391950207756,0.0878007059513192,0.208872979118684,0.83459032282325,"income","sds",5,0,1
"wealth",-0.0525731244940953,0.0275153224213732,-1.91068538790801,0.0563333571248144,"income","sds",5,0,1
"(Intercept)",15.2918945130234,0.546999543912236,27.9559547776825,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286270959205206,"wealth","sds",5,0,1
"age",0.0460764789179931,0.101170108421896,0.455435697724534,0.64889558516875,"wealth","sds",5,0,1
"income",-0.0698142336890898,0.0365388431454583,-1.91068538790801,0.0563333571248143,"wealth","sds",5,0,1
"(Intercept)",3.83097530702909,0.194783975581473,19.6678155664129,0.000000000000000000000000000000000000000000000000000000000000000000000000578997769348714,"age","sds",5,1,1
"income",0.00240044345264139,0.0114923599154367,0.208872979118683,0.834590322823251,"age","sds",5,1,1
"wealth",0.00454161491709462,0.00997202226304531,0.455435697724533,0.64889558516875,"age","sds",5,1,1
"(Intercept)",10.9891674863891,0.530236469686451,20.7250314051152,0.000000000000000000000000000000000000000000000000000000000000000000000000000000150765908997388,"income","sds",5,1,1
"age",0.0183391950207756,0.0878007059513192,0.208872979118684,0.83459032282325,"income","sds",5,1,1
"wealth",-0.0525731244940953,0.0275153224213732,-1.91068538790801,0.0563333571248144,"income","sds",5,1,1
"(Intercept)",15.2918945130234,0.546999543912236,27.9559547776825,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286270959205206,"wealth","sds",5,1,1
"age",0.0460764789179931,0.101170108421896,0.455435697724534,0.64889558516875,"wealth","sds",5,1,1
"income",-0.0698142336890898,0.0365388431454583,-1.91068538790801,0.0563333571248143,"wealth","sds",5,1,1
"(Intercept)",3.93574693844668,0.146809248844506,26.8085762267965,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133494591995632,"age","sds",5,2,1
"income",-0.00822075047749019,0.0133297907509456,-0.616720144455909,0.537560411929486,"age","sds",5,2,1
"wealth",0.00387763652500947,0.0103792968006925,0.373593375299833,0.708786448000296,"age","sds",5,2,1
"(Intercept)",3.98383406748449,0.440380484405813,9.04634562283048,0.000000000000000000758361895731495,"income","sds",5,2,1
"age",-0.0464810298794,0.0753681070697101,-0.616720144455909,0.537560411929485,"income","sds",5,2,1
"wealth",0.452022681263468,0.0200960285812401,22.4931348717047,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000652023431726847,"income","sds",5,2,1
"(Intercept)",7.76677057818657,0.534444758227513,14.5324104289938,0.000000000000000000000000000000000000000000155507247971233,"wealth","sds",5,2,1
"age",0.0361698942609843,0.0968162088847414,0.373593375299834,0.708786448000295,"wealth","sds",5,2,1
"income",0.745720518575189,0.0331532497728127,22.4931348717047,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000652023431726959,"wealth","sds",5,2,1
"(Intercept)",3.96699011898497,0.209486292652641,18.9367527046881,0.0000000000000000000000000000000000000000000000000000000000000000000165485472564337,"age","sds",10,0,1
"income",-0.00177877752126405,0.0124339669618277,-0.143057925658392,0.886273485744314,"age","sds",10,0,1
"wealth",-0.0022896868406477,0.0112042940538494,-0.204357974687486,0.838115686770403,"age","sds",10,0,1
"(Intercept)",10.4672715726749,0.528321383817828,19.8123185872866,0.0000000000000000000000000000000000000000000000000000000000000000000000000724974757836597,"income","sds",10,0,1
"age",-0.0115979593589852,0.0810717707922042,-0.14305792565839,0.886273485744315,"income","sds",10,0,1
"wealth",-0.0175418073798629,0.0286049576888866,-0.613243605204776,0.539855849756671,"income","sds",10,0,1
"(Intercept)",14.9240693186235,0.505212659088013,29.5401729354204,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000421437895312955,"wealth","sds",10,0,1
"age",-0.0183855716034736,0.089967478057022,-0.204357974687484,0.838115686770405,"wealth","sds",10,0,1
"income",-0.0216030681766218,0.035227547410638,-0.613243605204776,0.539855849756671,"wealth","sds",10,0,1
"(Intercept)",3.96699011898497,0.209486292652641,18.9367527046881,0.0000000000000000000000000000000000000000000000000000000000000000000165485472564337,"age","sds",10,1,1
"income",-0.00177877752126405,0.0124339669618277,-0.143057925658392,0.886273485744314,"age","sds",10,1,1
"wealth",-0.0022896868406477,0.0112042940538494,-0.204357974687486,0.838115686770403,"age","sds",10,1,1
"(Intercept)",10.4672715726749,0.528321383817828,19.8123185872866,0.0000000000000000000000000000000000000000000000000000000000000000000000000724974757836597,"income","sds",10,1,1
"age",-0.0115979593589852,0.0810717707922042,-0.14305792565839,0.886273485744315,"income","sds",10,1,1
"wealth",-0.0175418073798629,0.0286049576888866,-0.613243605204776,0.539855849756671,"income","sds",10,1,1
"(Intercept)",14.9240693186235,0.505212659088013,29.5401729354204,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000421437895312955,"wealth","sds",10,1,1
"age",-0.0183855716034736,0.089967478057022,-0.204357974687484,0.838115686770405,"wealth","sds",10,1,1
"income",-0.0216030681766218,0.035227547410638,-0.613243605204776,0.539855849756671,"wealth","sds",10,1,1
"(Intercept)",4.0302934052197,0.142757247313719,28.2317954503763,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000329723151647721,"age","sds",10,2,1
"income",-0.00535735160907415,0.0129111634925541,-0.414939491097278,0.678275830207441,"age","sds",10,2,1
"wealth",-0.0047388696939653,0.00993394622813947,-0.477037985220989,0.633440038686713,"age","sds",10,2,1
"(Intercept)",4.35849490556381,0.450297095742021,9.67915393365279,0.00000000000000000000309519016198766,"income","sds",10,2,1
"age",-0.0323589816512049,0.0779848203062902,-0.414939491097281,0.678275830207439,"income","sds",10,2,1
"wealth",0.420433106863529,0.0204495533808506,20.559525141377,0.00000000000000000000000000000000000000000000000000000000000000000000000000000156241380604792,"income","sds",10,2,1
"(Intercept)",8.23279112238803,0.553676412673312,14.8693188547399,0.00000000000000000000000000000000000000000000265957367929773,"wealth","sds",10,2,1
"age",-0.0483484319098537,0.101351325067869,-0.477037985220988,0.633440038686714,"wealth","sds",10,2,1
"income",0.710165937744116,0.034541942620789,20.5595251413771,0.00000000000000000000000000000000000000000000000000000000000000000000000000000156241380604631,"wealth","sds",10,2,1
"(Intercept)",3.88505121605302,0.260162379486823,14.9331783623612,0.00000000000000000000000000000000000000000000122963558551761,"age","sds",20,0,1
"income",-0.0155461382120136,0.0135503261878784,-1.1472888546344,0.251538882103949,"age","sds",20,0,1
"wealth",0.0137608883295584,0.0152184753572888,0.904222532578975,0.366096948180861,"age","sds",20,0,1
"(Intercept)",10.6580273748999,0.583116187729193,18.2777079408566,0.000000000000000000000000000000000000000000000000000000000000000150567377823157,"income","sds",20,0,1
"age",-0.0852384365063303,0.0742955326045528,-1.1472888546344,0.251538882103949,"income","sds",20,0,1
"wealth",-0.0204921914697255,0.0356438151149641,-0.574915771603876,0.565478624738827,"income","sds",20,0,1
"(Intercept)",14.298193181887,0.392992712578699,36.3828455954477,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000814702097923784,"wealth","sds",20,0,1
"age",0.0598459415749652,0.0661849704234597,0.904222532578973,0.366096948180862,"wealth","sds",20,0,1
"income",-0.0162541284773455,0.0282721909541642,-0.574915771603876,0.565478624738827,"wealth","sds",20,0,1
"(Intercept)",3.88505121605302,0.260162379486823,14.9331783623612,0.00000000000000000000000000000000000000000000122963558551761,"age","sds",20,1,1
"income",-0.0155461382120136,0.0135503261878784,-1.1472888546344,0.251538882103949,"age","sds",20,1,1
"wealth",0.0137608883295584,0.0152184753572888,0.904222532578975,0.366096948180861,"age","sds",20,1,1
"(Intercept)",10.6580273748999,0.583116187729193,18.2777079408566,0.000000000000000000000000000000000000000000000000000000000000000150567377823157,"income","sds",20,1,1
"age",-0.0852384365063303,0.0742955326045528,-1.1472888546344,0.251538882103949,"income","sds",20,1,1
"wealth",-0.0204921914697255,0.0356438151149641,-0.574915771603876,0.565478624738827,"income","sds",20,1,1
"(Intercept)",14.298193181887,0.392992712578699,36.3828455954477,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000814702097923784,"wealth","sds",20,1,1
"age",0.0598459415749652,0.0661849704234597,0.904222532578973,0.366096948180862,"wealth","sds",20,1,1
"income",-0.0162541284773455,0.0282721909541642,-0.574915771603876,0.565478624738827,"wealth","sds",20,1,1
"(Intercept)",4.04243032257444,0.15380768426943,26.2823690622192,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000608746912380357,"age","sds",20,2,1
"income",0.00475253252344565,0.0131281882338891,0.362009779169488,0.717421900151297,"age","sds",20,2,1
"wealth",-0.0110394308708333,0.0105705955077335,-1.04435278625095,0.296576876506685,"age","sds",20,2,1
"(Intercept)",4.44150499135279,0.463804693611977,9.57623985381355,0.00000000000000000000776416487686287,"income","sds",20,2,1
"age",0.0278217488021483,0.0768535835301906,0.362009779169491,0.717421900151295,"income","sds",20,2,1
"wealth",0.38920221971256,0.0224050680605282,17.3711688204256,0.0000000000000000000000000000000000000000000000000000000000328161067960939,"income","sds",20,2,1
"(Intercept)",9.32824050870118,0.523784969465572,17.8092939898962,0.0000000000000000000000000000000000000000000000000000000000000906480704641225,"wealth","sds",20,2,1
"age",-0.099585568887517,0.0953562533643561,-1.04435278625095,0.296576876506684,"wealth","sds",20,2,1
"income",0.599743714793449,0.0345252366719418,17.3711688204256,0.0000000000000000000000000000000000000000000000000000000000328161067960939,"wealth","sds",20,2,1
"(Intercept)",3.76460870450954,0.259116012339157,14.5286610060286,0.000000000000000000000000000000000000000000167041570214621,"age","sds",30,0,1
"income",-0.00208852102529341,0.0137139191620855,-0.152292061854024,0.878987553477385,"age","sds",30,0,1
"wealth",0.0126836488381719,0.0151759229800932,0.835774460295395,0.403483053916747,"age","sds",30,0,1
"(Intercept)",10.1973032348894,0.575863650399368,17.7078432156943,0.00000000000000000000000000000000000000000000000000000000000035093281990906,"income","sds",30,0,1
"age",-0.0111942204575831,0.0735049504307917,-0.152292061854024,0.878987553477386,"income","sds",30,0,1
"wealth",-0.0103911417366648,0.0351452253311924,-0.295662970965288,0.76754935412713,"income","sds",30,0,1
"(Intercept)",14.2294921354007,0.389933454547875,36.4921038947524,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148273044147671,"wealth","sds",30,0,1
"age",0.0554774649951293,0.0663785119439062,0.83577446029539,0.40348305391675,"wealth","sds",30,0,1
"income",-0.00847970342686261,0.0286803024375282,-0.295662970965289,0.767549354127129,"wealth","sds",30,0,1
"(Intercept)",3.76460870450954,0.259116012339157,14.5286610060286,0.000000000000000000000000000000000000000000167041570214621,"age","sds",30,1,1
"income",-0.00208852102529341,0.0137139191620855,-0.152292061854024,0.878987553477385,"age","sds",30,1,1
"wealth",0.0126836488381719,0.0151759229800932,0.835774460295395,0.403483053916747,"age","sds",30,1,1
"(Intercept)",10.1973032348894,0.575863650399368,17.7078432156943,0.00000000000000000000000000000000000000000000000000000000000035093281990906,"income","sds",30,1,1
"age",-0.0111942204575831,0.0735049504307917,-0.152292061854024,0.878987553477386,"income","sds",30,1,1
"wealth",-0.0103911417366648,0.0351452253311924,-0.295662970965288,0.76754935412713,"income","sds",30,1,1
"(Intercept)",14.2294921354007,0.389933454547875,36.4921038947524,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148273044147671,"wealth","sds",30,1,1
"age",0.0554774649951293,0.0663785119439062,0.83577446029539,0.40348305391675,"wealth","sds",30,1,1
"income",-0.00847970342686261,0.0286803024375282,-0.295662970965289,0.767549354127129,"wealth","sds",30,1,1
"(Intercept)",4.11697121614694,0.160072072105074,25.7194847421259,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000370170701438823,"age","sds",30,2,1
"income",0.000333589044690548,0.0132422595341916,0.0251912480516802,0.979907489314839,"age","sds",30,2,1
"wealth",-0.012500342143792,0.0108394895891906,-1.15322239492324,0.24909718401885,"age","sds",30,2,1
"(Intercept)",4.8641411620126,0.471159613832829,10.3237650664567,0.00000000000000000000000840503735967187,"income","sds",30,2,1
"age",0.00191961288500557,0.0762015792575053,0.0251912480516801,0.979907489314839,"income","sds",30,2,1
"wealth",0.36407515900768,0.023308072202815,15.6201317654966,0.000000000000000000000000000000000000000000000000245302006392372,"income","sds",30,2,1
"(Intercept)",9.81898577692033,0.518814959533572,18.9257954044884,0.0000000000000000000000000000000000000000000000000000000000000000000197025506156617,"wealth","sds",30,2,1
"age",-0.107213172703814,0.0929683408645125,-1.15322239492324,0.24909718401885,"wealth","sds",30,2,1
"income",0.542644516853077,0.0347400729391878,15.6201317654966,0.000000000000000000000000000000000000000000000000245302006392294,"wealth","sds",30,2,1
