"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","eduspec","random_1","random_2"
"FEMALE",18,"URBAN 500,000 AND OVER","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",165,50,"no specialisation","UC","MG"
"FEMALE",78,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,900,"WIDOWED",8,1958,12,1997,"MIXED",16,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,78,"no specialisation","LF","DC"
"MALE",20,"URBAN 100,000-200,000","Slaskie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,65,"no specialisation","LP","NK"
"FEMALE",63,"URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","RETIRED",24,1400,"MARRIED",6,1969,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",25,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,65,"no specialisation","NS","HF"
"MALE",68,"RURAL AREAS","Pomorskie","SECONDARY","RETIRED",0,NA,"MARRIED",4,1970,NA,NA,"DELIGHTED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,NA,165,65,"no specialisation","LW","RE"
"MALE",61,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","FARMER",0,NA,"MARRIED",9,1985,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"no specialisation","DK","CD"
"MALE",84,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",11,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,56,"no specialisation","TJ","CD"
"MALE",47,"URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",8,560,"MARRIED",5,1984,NA,NA,"PLEASED",1,"IT`S DIFFICULT TO TELL","YES","NO","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"no specialisation","LW","OE"
"MALE",27,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",3,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,97,"no specialisation","NS","CA"
"MALE",17,"URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",178,50,"no specialisation","LF","BR"
"FEMALE",75,"RURAL AREAS","Wielkopolskie","SECONDARY","RETIRED",0,1157,"MARRIED",11,1955,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,99,"no specialisation","TI","BD"
"MALE",21,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",8,"YES",10,"NO","NO",NA,NA,"NO",NA,NA,"NONE",186,75,"no specialisation","LV","XU"
"FEMALE",43,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","FARMER",0,1000,"MARRIED",4,1988,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,67,"no specialisation","LP","NK"
"MALE",20,"URBAN 100,000-200,000","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",182,86,"no specialisation","SO","XG"
"MALE",77,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,940,"MARRIED",10,1958,NA,NA,"MIXED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,75,"no specialisation","LV","TT"
"FEMALE",20,"URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",10,"YES","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","ACTIVE",157,60,"no specialisation","LW","CL"
"MALE",83,"URBAN 20,000-100,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,1600,"MARRIED",NA,1958,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,68,"no specialisation","XC","QC"
"FEMALE",21,"RURAL AREAS","Malopolskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,60,"no specialisation","HL","ST"
"FEMALE",80,"URBAN 100,000-200,000","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",10,1951,NA,NA,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,80,"no specialisation","NS","QC"
"FEMALE",75,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,901,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",147,67,"no specialisation","DK","CL"
"FEMALE",81,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1040,"MARRIED",11,1955,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,82,"no specialisation","OJ","XU"
"FEMALE",19,"URBAN 100,000-200,000","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",171,48,"no specialisation","YP","BR"
"FEMALE",20,"URBAN 100,000-200,000","Slaskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",168,63,"no specialisation","WR","NY"
"FEMALE",75,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,953,"DIVORCED",11,1955,4,1980,"MOSTLY DISSATISFIED",14,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,82,"no specialisation","DK","ST"
"FEMALE",58,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,680,"MARRIED",8,1972,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,100,"no specialisation","DK","BR"
"MALE",56,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,100,"WIDOWED",6,1985,10,1997,"TERRIBLE",9,"IT`S DIFFICULT TO TELL","YES","YES","YES",1,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,55,"no specialisation","SB","DC"
"MALE",39,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",6,1100,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",4,"IT`S DIFFICULT TO TELL","NO","NO","YES",5,"YES",10,"YES","YES","NO",NA,"NO",NA,NA,"NONE",182,84,"no specialisation","AA","HW"
"FEMALE",78,"URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,NA,"WIDOWED",NA,NA,NA,NA,"MIXED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,65,"no specialisation","NS","BD"
"FEMALE",18,"RURAL AREAS","Slaskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",171,54,"no specialisation","WR","TT"
"FEMALE",56,"RURAL AREAS","Malopolskie","SECONDARY","FARMER",NA,1700,"MARRIED",7,1974,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,88,"no specialisation","NS","NY"
"MALE",62,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,750,"MARRIED",9,1970,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,70,"no specialisation","LF","TT"
"FEMALE",29,"URBAN 20,000-100,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1300,"MARRIED",4,1999,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,95,"no specialisation","LP","NY"
"MALE",56,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED",9,1978,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",176,70,"no specialisation","OJ","DC"
"FEMALE",61,"URBAN 200,000-500,000","Lubuskie","SECONDARY","RETIRED",24,1800,"MARRIED",10,1971,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,83,"no specialisation","WR","CD"
"FEMALE",86,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,800,"WIDOWED",6,1945,12,2007,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",40,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,50,"no specialisation","NT","XU"
"FEMALE",40,"URBAN 20,000-100,000","Podlaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,1400,"MARRIED",5,1992,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",33,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"no specialisation","NS","RE"
"MALE",19,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",17,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",185,70,"no specialisation","MQ","OE"
"FEMALE",76,"URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","RETIRED",NA,800,"MARRIED",11,1958,NA,NA,"DELIGHTED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,62,"no specialisation","TI","DC"
"FEMALE",63,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1500,"MARRIED",8,1971,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,50,"no specialisation","HL","UB"
"FEMALE",18,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",189,69,"no specialisation","LP","DC"
"FEMALE",19,"URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",164,80,"no specialisation","SB","ST"
"FEMALE",76,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",NA,1100,"WIDOWED",6,1955,6,2004,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,65,"no specialisation","AA","WS"
"MALE",50,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,2000,"MARRIED",6,1982,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"no specialisation","NT","QC"
"FEMALE",63,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",0,660,"MARRIED",10,1966,NA,NA,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,62,"no specialisation","WR","WS"
"FEMALE",17,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,55,"no specialisation","NS","KO"
"MALE",69,"URBAN BELOW 20,000","Podkarpackie","PRIMARY/NO EDUCATION","RETIRED",0,960,"MARRIED",4,1964,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,76,"no specialisation","DK","DC"
"FEMALE",21,"RURAL AREAS","Dolnoslaskie","SECONDARY","PUPIL OR STUDENT",NA,1200,"SINGLE",NA,NA,NA,NA,"MIXED",11,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",178,50,"no specialisation","TI","ST"
"FEMALE",54,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","FARMER",0,NA,"MARRIED",6,1977,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,75,"no specialisation","SO","XU"
"FEMALE",59,"URBAN 100,000-200,000","Lubelskie","SECONDARY","LONG-TERM SICK/DISABLED",0,690,"WIDOWED",7,1975,5,2000,"MIXED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",NA,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,93,"no specialisation","MQ","KO"
"FEMALE",74,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",4,1961,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,78,"no specialisation","OQ","BR"
"MALE",62,"URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1900,"MARRIED",2,1972,NA,NA,"PLEASED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",185,115,"no specialisation","LP","KO"
"FEMALE",72,"URBAN BELOW 20,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1120,"MARRIED",9,1962,NA,NA,"PLEASED",16,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,68,"no specialisation","TI","NY"
"FEMALE",22,"URBAN 500,000 AND OVER","Malopolskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",171,54,"no specialisation","LF","GI"
"FEMALE",52,"URBAN 100,000-200,000","Podkarpackie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,1800,"DIVORCED",4,1983,6,2000,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,65,"no specialisation","LV","GI"
"MALE",45,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",4,1988,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",7,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",184,103,"no specialisation","WR","BD"
"FEMALE",18,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",160,55,"no specialisation","DU","HW"
"FEMALE",74,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1070,"WIDOWED",7,1957,11,2006,"MOSTLY SATISFIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"no specialisation","SO","UB"
"FEMALE",24,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",0,1050,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",171,59,"no specialisation","FR","OE"
"MALE",19,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",15,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","PASSIVE",180,65,"no specialisation","MY","CL"
"FEMALE",78,"URBAN 200,000-500,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",12,1954,NA,NA,"PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",162,70,"no specialisation","SO","RE"
"MALE",55,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","SELF-EMPLOYED",0,2000,"MARRIED",8,1977,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",172,99,"no specialisation","NS","TT"
"MALE",43,"URBAN 100,000-200,000","Podlaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"no specialisation","LF","CD"
"FEMALE",38,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",7,1999,NA,NA,"MIXED",2,"IT`S DIFFICULT TO TELL","YES","YES","YES",0,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,45,"no specialisation","SO","ST"
"FEMALE",62,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",4,1968,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",176,69,"no specialisation","YP","UJ"
"MALE",63,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,500,"SINGLE",NA,NA,NA,NA,"MIXED",13,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,64,"no specialisation","NT","HF"
"FEMALE",50,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","UNEMPLOYED",NA,NA,"MARRIED",3,NA,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"YES",6,"NO","NO","NO",NA,"NO",NA,NA,"NONE",169,70,"no specialisation","YP","KO"
"MALE",21,"RURAL AREAS","Wielkopolskie","SECONDARY","UNEMPLOYED",9,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",180,87,"no specialisation","LV","ST"
"FEMALE",60,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,700,"MARRIED",5,1969,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",160,60,"no specialisation","DU","BD"
"FEMALE",20,"RURAL AREAS","Mazowieckie","SECONDARY","UNEMPLOYED",5,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,77,"no specialisation","HL","RE"
"MALE",22,"URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",175,77,"no specialisation","DU","OE"
"FEMALE",23,"URBAN 100,000-200,000","Lodzkie","SECONDARY","PUPIL OR STUDENT",NA,460,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","ACTIVE",163,54,"no specialisation","OM","ST"
"FEMALE",76,"URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1000,"WIDOWED",9,1959,6,1978,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,60,"no specialisation","TJ","QC"
"MALE",59,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","FARMER",0,1500,"MARRIED",1,1975,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",171,72,"no specialisation","NT","BD"
"MALE",65,"URBAN 20,000-100,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1500,"MARRIED",12,1964,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",153,80,"no specialisation","OQ","QC"
"FEMALE",92,"URBAN BELOW 20,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1300,"WIDOWED",6,1954,10,2001,"MIXED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,62,"no specialisation","NT","QC"
"FEMALE",80,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1000,"WIDOWED",11,1955,1,1996,"MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,60,"no specialisation","MQ","XG"
"FEMALE",65,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,740,"MARRIED",10,1966,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,73,"no specialisation","FR","UJ"
"FEMALE",74,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,790,"MARRIED",5,1955,NA,NA,"PLEASED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,82,"no specialisation","SO","BD"
"FEMALE",58,"URBAN 20,000-100,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1111,"WIDOWED",8,1978,12,1989,"MOSTLY SATISFIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,75,"no specialisation","AA","TT"
